1	0.12818709015846252
2	0.11369986335436504
3	0.09827832629283269
4	0.0682587871948878
5	0.11978638793031375
6	0.09384037305911382
7	0.03903034826119741
8	0.06475955744584401
9	0.04960033173362414
10	0.07313256710767746
11	0.052020461608966194
12	0.06062245120604833
13	0.060529048244158425
14	0.07495783890287082
15	0.0676556962231795
16	0.045112489412228264
17	0.06582527235150337
18	0.0696801021695137
19	0.0633762242893378
20	0.052509840577840805
21	0.05431365097562472
22	0.04014794776837031
23	0.057576242834329605
24	0.04401712243755659
25	0.06478104864557584
26	0.049960111578305565
27	0.03863779207070669
28	0.04993576928973198
29	0.03613705684741338
30	0.07771296426653862
31	0.039959102869033813
32	0.045775177578131356
33	0.03619143242637316
34	0.039056854943434395
35	0.03445120962957541
36	0.03916716327269872
37	0.04416384672125181
38	0.042847598592440285
39	0.03484728808204333
40	0.03362389529744784
41	0.035079741229613624
42	0.048857953399419785
43	0.05675170694788297
44	0.04667464147011439
45	0.04513423517346382
46	0.03586341937383016
47	0.04509493211905161
48	0.03734037776788076
49	0.0470675528049469
50	0.0708061084151268
